AGE,EDUCATION,SEX,DISABILITY,INSURANCE,CHILD,RACE,INCOME
28,Associate's degree,Male,Without diability,Health insurance coverage,No child,White alone,50000
31,Associate's degree,Female,Without diability,Health insurance coverage,No child,White alone,50000
54,Bachelor's degree,Male,With disability,Health insurance coverage,No child,White alone,24000
93,Grade 9,Male,With disability,Health insurance coverage,No child,White alone,31800
56,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,White alone,3410
29,"One or more year college, no diploma",Female,Without diability,Health insurance coverage,No child,White alone,11000
29,Regular high school diploma,Female,Without diability,No health insurance coverage,No child,White alone,16000
21,"One or more year college, no diploma",Male,Without diability,Health insurance coverage,No child,Some other race alone,7100
22,Associate's degree,Male,Without diability,Health insurance coverage,No child,White alone,7000
21,"One or more year college, no diploma",Female,Without diability,Health insurance coverage,No child,Two or more races,5100
75,Regular high school diploma,Male,Without diability,Health insurance coverage,No child,White alone,26000
72,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,White alone,10000
68,"One or more year college, no diploma",Male,Without diability,Health insurance coverage,No child,White alone,29200
58,"One or more year college, no diploma",Female,Without diability,Health insurance coverage,No child,White alone,28100
60,Regular high school diploma,Female,Without diability,Health insurance coverage,No child,White alone,50000
72,Regular high school diploma,Male,With disability,Health insurance coverage,No child,White alone,25500
37,GED or alternative,Male,Without diability,Health insurance coverage,No child,White alone,61000
35,"One or more year college, no diploma",Female,Without diability,Health insurance coverage,No child,White alone,0
17,Grade 10,Male,Without diability,Health insurance coverage,Have child,White alone,13200
63,"One or more year college, no diploma",Female,Without diability,Health insurance coverage,No child,White alone,28000
28,GED or alternative,Male,Without diability,No health insurance coverage,No child,White alone,550
66,Professional degree beyond college,Female,Without diability,Health insurance coverage,No child,White alone,27800
43,Bachelor's degree,Male,Without diability,Health insurance coverage,No child,White alone,40700
93,Grade 8,Female,With disability,Health insurance coverage,No child,American Indian alone,10200
66,"One or more year college, no diploma",Female,Without diability,Health insurance coverage,No child,American Indian alone,25600
62,Regular high school diploma,Male,Without diability,Health insurance coverage,No child,American Indian alone,600
47,"One or more year college, no diploma",Female,Without diability,Health insurance coverage,No child,American Indian alone,50240
27,"One or more year college, no diploma",Male,Without diability,No health insurance coverage,No child,American Indian alone,20
50,"One or more year college, no diploma",Male,Without diability,Health insurance coverage,No child,White alone,48000
48,"One or more year college, no diploma",Female,Without diability,Health insurance coverage,No child,White alone,26000
18,Regular high school diploma,Male,Without diability,Health insurance coverage,No child,White alone,780
38,GED or alternative,Female,Without diability,Health insurance coverage,No child,White alone,49800
78,Regular high school diploma,Female,With disability,Health insurance coverage,No child,White alone,8000
40,Bachelor's degree,Female,With disability,No health insurance coverage,No child,White alone,5000
48,"College, less than 1 year",Male,Without diability,No health insurance coverage,No child,White alone,12000
15,Grade 9,Female,Without diability,No health insurance coverage,Have child,White alone,2600
81,"One or more year college, no diploma",Female,With disability,Health insurance coverage,No child,White alone,32000
63,GED or alternative,Female,With disability,Health insurance coverage,No child,White alone,34000
79,Regular high school diploma,Female,With disability,Health insurance coverage,No child,White alone,23700
53,"One or more year college, no diploma",Male,Without diability,Health insurance coverage,No child,White alone,48000
49,"One or more year college, no diploma",Male,Without diability,Health insurance coverage,No child,White alone,60000
60,Grade 10,Female,Without diability,Health insurance coverage,No child,White alone,25700
58,"One or more year college, no diploma",Male,Without diability,Health insurance coverage,No child,White alone,55000
23,"One or more year college, no diploma",Female,Without diability,Health insurance coverage,No child,American Indian alone,13000
25,"One or more year college, no diploma",Male,Without diability,Health insurance coverage,No child,American Indian alone,11000
24,Regular high school diploma,Female,With disability,No health insurance coverage,No child,White alone,8000
62,Regular high school diploma,Male,Without diability,Health insurance coverage,No child,White alone,26000
62,Associate's degree,Female,Without diability,No health insurance coverage,No child,White alone,18100
59,Grade 11,Male,Without diability,Health insurance coverage,No child,White alone,60000
62,"One or more year college, no diploma",Female,With disability,Health insurance coverage,No child,White alone,0
21,Grade 11,Male,Without diability,Health insurance coverage,No child,White alone,25000
15,Grade 9,Female,Without diability,Health insurance coverage,No child,White alone,0
44,"One or more year college, no diploma",Male,Without diability,Health insurance coverage,No child,White alone,22000
42,"College, less than 1 year",Female,Without diability,No health insurance coverage,No child,White alone,10000
21,Associate's degree,Male,Without diability,No health insurance coverage,No child,White alone,21600
18,"College, less than 1 year",Female,Without diability,No health insurance coverage,No child,White alone,2500
15,Grade 9,Female,Without diability,No health insurance coverage,Have child,White alone,650
23,"One or more year college, no diploma",Male,Without diability,Health insurance coverage,No child,White alone,17000
21,Associate's degree,Female,Without diability,Health insurance coverage,No child,White alone,12000
50,"One or more year college, no diploma",Female,Without diability,No health insurance coverage,No child,White alone,12000
25,Regular high school diploma,Male,With disability,No health insurance coverage,No child,White alone,21000
43,Master's degree,Male,Without diability,Health insurance coverage,No child,White alone,90000
40,Master's degree,Female,Without diability,Health insurance coverage,No child,White alone,15000
29,"One or more year college, no diploma",Female,Without diability,Health insurance coverage,No child,White alone,1000
31,"One or more year college, no diploma",Male,Without diability,Health insurance coverage,No child,White alone,113000
56,Regular high school diploma,Female,Without diability,Health insurance coverage,No child,White alone,14000
35,"One or more year college, no diploma",Female,With disability,Health insurance coverage,No child,White alone,8700
39,"One or more year college, no diploma",Male,With disability,Health insurance coverage,No child,White alone,23400
62,"One or more year college, no diploma",Male,Without diability,Health insurance coverage,No child,White alone,58000
80,Regular high school diploma,Female,With disability,Health insurance coverage,No child,White alone,8300
86,Regular high school diploma,Male,With disability,Health insurance coverage,No child,White alone,15620
62,Associate's degree,Female,Without diability,Health insurance coverage,No child,White alone,69000
28,Doctorate degree,Female,Without diability,Health insurance coverage,No child,White alone,64000
29,Bachelor's degree,Male,Without diability,Health insurance coverage,No child,White alone,80400
65,Associate's degree,Male,Without diability,Health insurance coverage,No child,White alone,45930
65,Associate's degree,Female,Without diability,Health insurance coverage,No child,White alone,12070
16,Grade 9,Male,Without diability,Health insurance coverage,Have child,White alone,0
44,Regular high school diploma,Female,With disability,Health insurance coverage,No child,White alone,800
53,Regular high school diploma,Male,Without diability,Health insurance coverage,No child,White alone,180000
79,Doctorate degree,Male,Without diability,Health insurance coverage,No child,White alone,104600
46,"College, less than 1 year",Female,Without diability,Health insurance coverage,No child,White alone,20000
17,Grade 10,Male,Without diability,Health insurance coverage,Have child,White alone,0
28,Regular high school diploma,Female,Without diability,No health insurance coverage,No child,White alone,40000
34,Regular high school diploma,Male,Without diability,No health insurance coverage,No child,White alone,40000
41,"College, less than 1 year",Male,Without diability,Health insurance coverage,No child,White alone,60000
38,Associate's degree,Female,Without diability,Health insurance coverage,No child,White alone,0
20,"One or more year college, no diploma",Female,Without diability,Health insurance coverage,No child,White alone,500
16,Grade 11,Male,Without diability,Health insurance coverage,Have child,White alone,0
93,Regular high school diploma,Female,Without diability,Health insurance coverage,No child,White alone,20700
28,Master's degree,Female,Without diability,Health insurance coverage,No child,White alone,25000
54,Associate's degree,Female,Without diability,No health insurance coverage,No child,White alone,25000
39,Bachelor's degree,Male,Without diability,Health insurance coverage,No child,White alone,52010
31,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,White alone,45000
39,Bachelor's degree,Male,Without diability,Health insurance coverage,No child,White alone,35600
70,Bachelor's degree,Male,Without diability,Health insurance coverage,No child,White alone,34000
64,Regular high school diploma,Female,Without diability,Health insurance coverage,No child,White alone,16700
28,Regular high school diploma,Female,Without diability,Health insurance coverage,No child,White alone,24000
34,Regular high school diploma,Male,Without diability,No health insurance coverage,No child,White alone,27000
70,Associate's degree,Female,With disability,Health insurance coverage,No child,White alone,26900
69,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,White alone,68000
74,Bachelor's degree,Male,Without diability,Health insurance coverage,No child,White alone,21600
62,Master's degree,Female,Without diability,Health insurance coverage,No child,White alone,174000
61,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,White alone,28000
29,Associate's degree,Male,Without diability,Health insurance coverage,No child,White alone,40000
58,Grade 11,Female,With disability,Health insurance coverage,No child,White alone,79000
56,Bachelor's degree,Male,Without diability,No health insurance coverage,No child,White alone,70000
38,Master's degree,Female,Without diability,No health insurance coverage,No child,White alone,1300
15,Grade 9,Female,Without diability,Health insurance coverage,Have child,White alone,2200
26,Regular high school diploma,Male,Without diability,Health insurance coverage,No child,White alone,35000
67,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,White alone,20800
75,Master's degree,Male,Without diability,Health insurance coverage,No child,White alone,13800
33,"College, less than 1 year",Male,Without diability,Health insurance coverage,No child,White alone,44000
60,"One or more year college, no diploma",Female,With disability,Health insurance coverage,No child,White alone,9200
55,Master's degree,Female,Without diability,Health insurance coverage,No child,White alone,140600
52,GED or alternative,Male,Without diability,Health insurance coverage,No child,White alone,55000
18,Grade 11,Female,Without diability,Health insurance coverage,No child,White alone,5700
65,"One or more year college, no diploma",Male,Without diability,Health insurance coverage,No child,White alone,110200
64,"One or more year college, no diploma",Female,Without diability,Health insurance coverage,No child,White alone,0
73,Regular high school diploma,Female,Without diability,Health insurance coverage,No child,White alone,39400
73,Grade 9,Female,Without diability,Health insurance coverage,No child,White alone,61100
75,"College, less than 1 year",Female,Without diability,Health insurance coverage,No child,White alone,13610
49,Associate's degree,Male,Without diability,Health insurance coverage,No child,White alone,77000
49,Associate's degree,Female,With disability,Health insurance coverage,No child,White alone,35000
56,GED or alternative,Male,Without diability,Health insurance coverage,No child,White alone,20000
17,GED or alternative,Male,Without diability,Health insurance coverage,Have child,White alone,0
51,"College, less than 1 year",Female,Without diability,Health insurance coverage,No child,White alone,27440
61,"One or more year college, no diploma",Male,Without diability,Health insurance coverage,No child,White alone,135600
28,Associate's degree,Male,Without diability,Health insurance coverage,No child,White alone,88000
26,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,White alone,9700
46,Professional degree beyond college,Male,Without diability,Health insurance coverage,No child,White alone,460000
47,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,White alone,4200
87,GED or alternative,Male,Without diability,Health insurance coverage,No child,White alone,26300
37,Associate's degree,Female,Without diability,No health insurance coverage,No child,White alone,37000
35,Associate's degree,Male,Without diability,No health insurance coverage,No child,White alone,21000
62,"One or more year college, no diploma",Male,With disability,Health insurance coverage,No child,White alone,12200
34,Master's degree,Female,Without diability,Health insurance coverage,No child,White alone,43000
69,Doctorate degree,Male,Without diability,Health insurance coverage,No child,White alone,18000
33,"One or more year college, no diploma",Male,With disability,Health insurance coverage,No child,White alone,0
62,Regular high school diploma,Male,Without diability,Health insurance coverage,No child,White alone,24004
56,Regular high school diploma,Female,Without diability,Health insurance coverage,No child,White alone,0
50,Grade 11,Female,Without diability,Health insurance coverage,No child,American Indian alone,15900
21,Regular high school diploma,Female,Without diability,Health insurance coverage,No child,American Indian alone,19400
17,Grade 11,Male,Without diability,No health insurance coverage,Have child,American Indian alone,0
16,Grade 10,Female,Without diability,No health insurance coverage,Have child,American Indian alone,0
46,Associate's degree,Female,Without diability,Health insurance coverage,No child,White alone,33000
59,GED or alternative,Female,Without diability,Health insurance coverage,No child,White alone,500
65,Regular high school diploma,Male,With disability,Health insurance coverage,No child,White alone,89000
44,"One or more year college, no diploma",Female,Without diability,No health insurance coverage,No child,White alone,18800
37,Master's degree,Female,With disability,Health insurance coverage,No child,White alone,14800
39,Master's degree,Male,Without diability,Health insurance coverage,No child,White alone,71000
67,"College, less than 1 year",Female,Without diability,Health insurance coverage,No child,White alone,37900
68,Doctorate degree,Female,Without diability,Health insurance coverage,No child,White alone,100000
56,Associate's degree,Female,Without diability,Health insurance coverage,No child,White alone,40000
41,GED or alternative,Male,Without diability,Health insurance coverage,No child,White alone,42000
32,"One or more year college, no diploma",Female,Without diability,Health insurance coverage,No child,White alone,800
64,"One or more year college, no diploma",Female,Without diability,Health insurance coverage,No child,White alone,31000
46,GED or alternative,Female,With disability,Health insurance coverage,No child,White alone,20000
46,Grade 11,Male,Without diability,Health insurance coverage,No child,White alone,86000
26,Regular high school diploma,Female,Without diability,Health insurance coverage,No child,White alone,0
63,Regular high school diploma,Female,With disability,Health insurance coverage,No child,White alone,40900
62,Regular high school diploma,Male,Without diability,Health insurance coverage,No child,White alone,98000
59,Regular high school diploma,Female,Without diability,Health insurance coverage,No child,White alone,49000
45,"One or more year college, no diploma",Male,Without diability,Health insurance coverage,No child,White alone,85000
93,"Grade 12, no diploma no diploma",Male,With disability,Health insurance coverage,No child,White alone,20000
71,Bachelor's degree,Male,Without diability,Health insurance coverage,No child,White alone,40550
71,"Grade 12, no diploma no diploma",Female,Without diability,Health insurance coverage,No child,White alone,89400
82,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,White alone,6080
84,Bachelor's degree,Male,Without diability,Health insurance coverage,No child,White alone,212600
24,Grade 11,Female,Without diability,Health insurance coverage,No child,White alone,33000
27,GED or alternative,Male,Without diability,Health insurance coverage,No child,American Indian and Alaska native,30000
25,"College, less than 1 year",Male,With disability,Health insurance coverage,No child,American Indian and Alaska native,71000
61,Bachelor's degree,Male,Without diability,Health insurance coverage,No child,White alone,506700
56,Associate's degree,Female,Without diability,Health insurance coverage,No child,White alone,11000
42,Associate's degree,Female,Without diability,Health insurance coverage,No child,White alone,35000
49,Regular high school diploma,Male,Without diability,Health insurance coverage,No child,White alone,20000
17,Grade 10,Female,Without diability,Health insurance coverage,Have child,White alone,250
42,Associate's degree,Male,Without diability,Health insurance coverage,No child,White alone,77000
40,Associate's degree,Female,With disability,Health insurance coverage,No child,White alone,16000
58,Regular high school diploma,Male,Without diability,Health insurance coverage,No child,White alone,182000
46,"One or more year college, no diploma",Female,Without diability,Health insurance coverage,No child,White alone,35400
79,"One or more year college, no diploma",Female,Without diability,Health insurance coverage,No child,White alone,27600
70,"Grade 12, no diploma no diploma",Male,Without diability,Health insurance coverage,No child,White alone,32500
71,Regular high school diploma,Male,With disability,Health insurance coverage,No child,White alone,81200
65,"One or more year college, no diploma",Female,Without diability,Health insurance coverage,No child,White alone,7200
28,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,White alone,48000
62,Master's degree,Female,Without diability,Health insurance coverage,No child,White alone,55000
72,Bachelor's degree,Male,Without diability,Health insurance coverage,No child,White alone,13600
70,Master's degree,Female,With disability,Health insurance coverage,No child,White alone,39000
55,Master's degree,Female,Without diability,Health insurance coverage,No child,White alone,100030
68,Doctorate degree,Male,Without diability,Health insurance coverage,No child,White alone,111490
39,Master's degree,Female,Without diability,Health insurance coverage,No child,White alone,45000
35,Regular high school diploma,Female,Without diability,Health insurance coverage,No child,White alone,41600
58,Grade 7,Male,Without diability,Health insurance coverage,No child,White alone,60000
53,"College, less than 1 year",Female,Without diability,Health insurance coverage,No child,White alone,20000
32,Regular high school diploma,Male,Without diability,Health insurance coverage,No child,White alone,5000
27,"One or more year college, no diploma",Male,Without diability,Health insurance coverage,No child,White alone,18000
31,"One or more year college, no diploma",Male,Without diability,Health insurance coverage,No child,White alone,10000
21,"One or more year college, no diploma",Female,Without diability,Health insurance coverage,No child,White alone,15000
43,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,White alone,79000
59,Regular high school diploma,Male,Without diability,Health insurance coverage,No child,White alone,34000
54,Regular high school diploma,Female,Without diability,Health insurance coverage,No child,White alone,25000
23,"College, less than 1 year",Male,Without diability,No health insurance coverage,No child,White alone,40000
77,Professional degree beyond college,Male,With disability,Health insurance coverage,No child,White alone,48500
74,"One or more year college, no diploma",Female,With disability,Health insurance coverage,No child,White alone,10800
67,"One or more year college, no diploma",Male,Without diability,Health insurance coverage,No child,White alone,1300
63,Regular high school diploma,Female,Without diability,Health insurance coverage,No child,White alone,1200
33,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,White alone,51000
37,"One or more year college, no diploma",Male,Without diability,Health insurance coverage,No child,White alone,63000
69,Regular high school diploma,Female,Without diability,Health insurance coverage,No child,White alone,-3900
72,Regular high school diploma,Male,Without diability,Health insurance coverage,No child,White alone,66200
66,Master's degree,Male,Without diability,Health insurance coverage,No child,White alone,45000
60,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,White alone,59000
84,Regular high school diploma,Male,With disability,Health insurance coverage,No child,White alone,16600
80,Regular high school diploma,Female,With disability,Health insurance coverage,No child,White alone,6900
37,Associate's degree,Male,Without diability,Health insurance coverage,No child,White alone,38000
35,Associate's degree,Female,Without diability,No health insurance coverage,No child,White alone,0
39,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,White alone,40000
39,Associate's degree,Male,Without diability,Health insurance coverage,No child,White alone,80000
16,Grade 10,Male,Without diability,Health insurance coverage,Have child,White alone,500
15,Grade 8,Female,Without diability,Health insurance coverage,Have child,White alone,0
48,Master's degree,Female,Without diability,Health insurance coverage,No child,White alone,63000
49,"One or more year college, no diploma",Male,Without diability,Health insurance coverage,No child,White alone,110000
25,Bachelor's degree,Male,Without diability,Health insurance coverage,No child,White alone,45000
34,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,White alone,0
38,Bachelor's degree,Male,Without diability,Health insurance coverage,No child,White alone,110000
37,Associate's degree,Male,Without diability,Health insurance coverage,No child,White alone,80000
35,Regular high school diploma,Female,Without diability,Health insurance coverage,No child,White alone,14000
73,"College, less than 1 year",Female,With disability,Health insurance coverage,No child,White alone,13000
76,GED or alternative,Male,Without diability,Health insurance coverage,No child,White alone,24700
22,"One or more year college, no diploma",Male,Without diability,No health insurance coverage,No child,Some other race alone,8000
24,Regular high school diploma,Male,Without diability,No health insurance coverage,No child,White alone,1600
23,Regular high school diploma,Female,Without diability,No health insurance coverage,No child,Some other race alone,0
58,GED or alternative,Male,Without diability,Health insurance coverage,No child,Some other race alone,46800
59,Regular high school diploma,Male,With disability,No health insurance coverage,No child,White alone,6404
61,Master's degree,Male,Without diability,Health insurance coverage,No child,White alone,90000
62,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,Two or more races,30000
68,"One or more year college, no diploma",Female,With disability,Health insurance coverage,No child,White alone,24400
64,"College, less than 1 year",Male,Without diability,Health insurance coverage,No child,White alone,38000
73,"College, less than 1 year",Male,With disability,Health insurance coverage,No child,White alone,38200
68,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,White alone,25200
73,Associate's degree,Female,Without diability,Health insurance coverage,No child,White alone,10530
56,Regular high school diploma,Female,Without diability,Health insurance coverage,No child,White alone,112000
58,Regular high school diploma,Male,Without diability,Health insurance coverage,No child,White alone,120000
76,Professional degree beyond college,Male,With disability,Health insurance coverage,No child,White alone,44900
75,Regular high school diploma,Female,Without diability,Health insurance coverage,No child,White alone,6000
26,Regular high school diploma,Male,Without diability,Health insurance coverage,No child,White alone,38000
25,Regular high school diploma,Female,Without diability,Health insurance coverage,No child,White alone,15000
26,"College, less than 1 year",Male,Without diability,Health insurance coverage,No child,Two or more races,29100
38,"College, less than 1 year",Male,Without diability,Health insurance coverage,No child,White alone,39000
73,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,White alone,55500
93,1,Female,With disability,Health insurance coverage,No child,White alone,21600
21,"College, less than 1 year",Male,With disability,Health insurance coverage,No child,Two or more races,15500
46,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,Asian alone,87000
47,Bachelor's degree,Male,Without diability,Health insurance coverage,No child,Two or more races,84000
17,Grade 11,Female,Without diability,Health insurance coverage,Have child,Two or more races,270
49,Bachelor's degree,Male,Without diability,Health insurance coverage,No child,White alone,63000
15,Grade 9,Female,Without diability,Health insurance coverage,Have child,White alone,0
74,Master's degree,Female,Without diability,Health insurance coverage,No child,White alone,54200
75,Master's degree,Male,Without diability,Health insurance coverage,No child,White alone,68400
52,GED or alternative,Female,Without diability,Health insurance coverage,No child,White alone,63000
32,"One or more year college, no diploma",Male,Without diability,Health insurance coverage,No child,White alone,48000
54,Bachelor's degree,Male,Without diability,No health insurance coverage,No child,White alone,63300
56,Master's degree,Female,Without diability,No health insurance coverage,No child,White alone,29100
21,"One or more year college, no diploma",Female,Without diability,Health insurance coverage,No child,White alone,3000
26,Associate's degree,Male,Without diability,Health insurance coverage,No child,White alone,12000
55,Grade 8,Female,Without diability,Health insurance coverage,No child,White alone,9100
49,Bachelor's degree,Male,Without diability,Health insurance coverage,No child,White alone,45000
25,Regular high school diploma,Male,Without diability,Health insurance coverage,No child,White alone,28000
26,Regular high school diploma,Female,Without diability,Health insurance coverage,No child,White alone,18000
61,Associate's degree,Female,Without diability,Health insurance coverage,No child,White alone,15000
53,Regular high school diploma,Male,Without diability,Health insurance coverage,No child,White alone,40000
52,Regular high school diploma,Female,Without diability,Health insurance coverage,No child,White alone,25000
49,Regular high school diploma,Female,With disability,Health insurance coverage,No child,White alone,4510
58,Regular high school diploma,Male,With disability,Health insurance coverage,No child,White alone,15400
93,Professional degree beyond college,Male,With disability,Health insurance coverage,No child,White alone,41100
87,Associate's degree,Female,With disability,Health insurance coverage,No child,White alone,7100
61,Regular high school diploma,Female,Without diability,Health insurance coverage,No child,White alone,71000
34,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,White alone,0
27,GED or alternative,Male,Without diability,Health insurance coverage,No child,White alone,70000
69,Master's degree,Male,Without diability,Health insurance coverage,No child,White alone,46000
67,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,White alone,30000
28,"College, less than 1 year",Male,Without diability,Health insurance coverage,No child,White alone,32200
25,GED or alternative,Female,Without diability,Health insurance coverage,No child,White alone,28800
41,Doctorate degree,Male,Without diability,Health insurance coverage,No child,White alone,120000
41,Master's degree,Female,Without diability,Health insurance coverage,No child,White alone,38000
17,Grade 11,Male,Without diability,Health insurance coverage,Have child,White alone,700
16,Grade 10,Female,Without diability,Health insurance coverage,Have child,White alone,0
15,Grade 9,Female,Without diability,Health insurance coverage,Have child,White alone,0
33,"One or more year college, no diploma",Male,Without diability,Health insurance coverage,No child,White alone,38000
30,Doctorate degree,Female,Without diability,Health insurance coverage,No child,White alone,119050
30,"One or more year college, no diploma",Male,Without diability,Health insurance coverage,No child,White alone,65000
28,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,White alone,750
48,Bachelor's degree,Male,Without diability,Health insurance coverage,No child,White alone,61000
61,Bachelor's degree,Male,Without diability,Health insurance coverage,No child,White alone,85000
44,"One or more year college, no diploma",Female,Without diability,Health insurance coverage,No child,White alone,40000
39,"One or more year college, no diploma",Male,Without diability,Health insurance coverage,No child,White alone,28000
71,Associate's degree,Male,With disability,Health insurance coverage,No child,White alone,17000
50,Regular high school diploma,Male,Without diability,Health insurance coverage,No child,White alone,63000
52,"One or more year college, no diploma",Female,Without diability,Health insurance coverage,No child,White alone,2400
61,"One or more year college, no diploma",Male,Without diability,Health insurance coverage,No child,White alone,39000
67,Regular high school diploma,Female,Without diability,Health insurance coverage,No child,White alone,30400
67,"One or more year college, no diploma",Male,Without diability,Health insurance coverage,No child,White alone,96400
61,"One or more year college, no diploma",Female,Without diability,Health insurance coverage,No child,White alone,59000
38,Master's degree,Female,Without diability,Health insurance coverage,No child,White alone,49000
36,Grade 11,Male,Without diability,No health insurance coverage,No child,White alone,2000
45,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,White alone,50000
45,Bachelor's degree,Male,Without diability,Health insurance coverage,No child,White alone,15000
54,Regular high school diploma,Male,With disability,Health insurance coverage,No child,White alone,85000
27,Grade 10,Female,Without diability,Health insurance coverage,No child,White alone,73000
33,"One or more year college, no diploma",Male,Without diability,Health insurance coverage,No child,White alone,14100
74,Bachelor's degree,Male,Without diability,Health insurance coverage,No child,White alone,12900
74,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,White alone,18500
58,Bachelor's degree,Male,Without diability,Health insurance coverage,No child,White alone,40000
86,Bachelor's degree,Male,Without diability,Health insurance coverage,No child,White alone,13600
84,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,White alone,9600
52,Associate's degree,Male,Without diability,Health insurance coverage,No child,White alone,21700
67,Bachelor's degree,Female,With disability,Health insurance coverage,No child,White alone,4800
68,"One or more year college, no diploma",Male,Without diability,Health insurance coverage,No child,White alone,18500
23,Regular high school diploma,Male,Without diability,Health insurance coverage,No child,White alone,45000
25,"College, less than 1 year",Male,Without diability,Health insurance coverage,No child,White alone,74220
70,Regular high school diploma,Female,Without diability,Health insurance coverage,No child,White alone,30600
68,Bachelor's degree,Male,With disability,Health insurance coverage,No child,White alone,32500
74,Regular high school diploma,Male,With disability,Health insurance coverage,No child,White alone,32500
70,Regular high school diploma,Female,Without diability,Health insurance coverage,No child,White alone,34600
56,Master's degree,Female,Without diability,Health insurance coverage,No child,White alone,8300
53,Master's degree,Male,Without diability,Health insurance coverage,No child,White alone,114000
59,"One or more year college, no diploma",Female,With disability,Health insurance coverage,No child,White alone,3500
57,"One or more year college, no diploma",Male,Without diability,Health insurance coverage,No child,White alone,45000
46,Regular high school diploma,Male,Without diability,No health insurance coverage,No child,White alone,2000
43,Regular high school diploma,Female,Without diability,No health insurance coverage,No child,White alone,25000
18,"College, less than 1 year",Male,Without diability,No health insurance coverage,No child,White alone,10000
24,Regular high school diploma,Male,Without diability,Health insurance coverage,No child,White alone,33000
43,Regular high school diploma,Male,Without diability,No health insurance coverage,No child,White alone,24000
78,Regular high school diploma,Female,With disability,Health insurance coverage,No child,White alone,34800
22,Regular high school diploma,Male,Without diability,Health insurance coverage,No child,White alone,19000
23,GED or alternative,Female,Without diability,Health insurance coverage,No child,White alone,10000
27,Grade 11,Female,Without diability,No health insurance coverage,No child,Two or more races,7000
25,GED or alternative,Male,Without diability,Health insurance coverage,No child,White alone,21000
54,Regular high school diploma,Male,Without diability,Health insurance coverage,No child,White alone,39220
49,"College, less than 1 year",Female,Without diability,Health insurance coverage,No child,White alone,33000
17,Grade 11,Male,Without diability,Health insurance coverage,Have child,White alone,1000
80,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,White alone,22300
80,"One or more year college, no diploma",Male,Without diability,Health insurance coverage,No child,White alone,18800
70,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,White alone,12000
70,Master's degree,Male,With disability,Health insurance coverage,No child,White alone,99600
43,Bachelor's degree,Male,Without diability,Health insurance coverage,No child,White alone,60000
41,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,White alone,12000
83,Bachelor's degree,Male,Without diability,Health insurance coverage,No child,White alone,73900
74,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,White alone,20500
68,Bachelor's degree,Male,With disability,Health insurance coverage,No child,White alone,48000
66,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,White alone,41800
31,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,White alone,6000
35,"College, less than 1 year",Male,Without diability,Health insurance coverage,No child,White alone,40000
42,Associate's degree,Female,Without diability,Health insurance coverage,No child,White alone,2600
51,"One or more year college, no diploma",Male,Without diability,Health insurance coverage,No child,White alone,109000
16,Grade 9,Male,Without diability,Health insurance coverage,Have child,White alone,6000
60,Regular high school diploma,Male,Without diability,Health insurance coverage,No child,White alone,19220
68,Regular high school diploma,Female,Without diability,Health insurance coverage,No child,White alone,14400
45,Regular high school diploma,Male,Without diability,No health insurance coverage,No child,White alone,24000
66,"One or more year college, no diploma",Male,Without diability,Health insurance coverage,No child,White alone,72000
63,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,White alone,72900
38,6,Female,Without diability,No health insurance coverage,No child,White alone,13900
41,Regular high school diploma,Male,Without diability,No health insurance coverage,No child,White alone,60000
66,"One or more year college, no diploma",Male,Without diability,Health insurance coverage,No child,White alone,90200
63,Regular high school diploma,Female,Without diability,Health insurance coverage,No child,White alone,12700
68,Regular high school diploma,Female,With disability,Health insurance coverage,No child,American Indian alone,20200
55,Professional degree beyond college,Female,Without diability,Health insurance coverage,No child,White alone,460000
52,"College, less than 1 year",Male,Without diability,Health insurance coverage,No child,White alone,24000
